estrofes,emocoes
Eu não existo longe de você  E a solidão é o meu pior castigo  eu conto as horas pra poder te ver  Mas o relógio tá de mal comigo,tristeza
"Me lanço aos Teus pés  Me prostro ante a Ti  Eu sei que tens o bálsamo, Senhor  Tua cura, Teu favor  Tua graça, Teu perdão  ",tristeza
Sem ter você  Sem ter você  Eu sofro tanto sem o seu amor,tristeza
A nossa idade  É como é (é como é)  Trocamos sempre  Mãos pelos pés  ,tristeza
"(Tudo se divide, tudo se separa  Tudo se divide, tudo se separa)",tristeza
"Ser pivete na favela é so problema, vive desacreditado  pouco estudo muito esquema.  Só pó, só merda, só álcool.  O sonho é tá montado num carro importado  ",tristeza
"Sem ser julgado, corrompido, alienado, revoltado, fracassado vai pintando esse quadro.  O quadro do filme da sua vida  O quadro de vidas vividas da maioria esquecida  ",tristeza
Favela ocupada por uma semana viveram em clima de tensão  Quem tenta esquecer não consegue se lembra quando vê o sangue no chão  A comunidade ainda assustada aos poucos retorna ao seu dia-a-dia  A lagrima seca e a mente prepara o corpo para a próxima covardia...,tristeza
"Ver o pôr do sol se tornou impossivel,  Atrás do muro da mansão ou do muro do presidio.  Pra amenizar programação educativa,  Really show com strip-tease de vadia. ",tristeza
"O homem imita chaplin no cinema mudo,  Na cena que ele chuta, o globo do mundo.  Mil anos de civilização sem 1 dia de paz,  Na chaminé a cinza humana a neve de satanás. ",tristeza
"No nordeste eu não preciso de juiz pra adoção,  A mãe dá os 5 filhos por um pacote de macarrão.  Pra cada jovem europeu morto puta que pariu,  Morrem 200 de nós sem voz no Brasil. ",tristeza
"Lágrima no berçario a criança nasceu cega,  A mãe fumava crack essa é a sequela.  Até o carro alegórico na avenida perdeu a beleza,  Com passista sambando no logo da empresa.",tristeza
Nossa cultura não é moda da Yves Saint Laurent  Pra tá no cliente do táxi aéreo da TAM  Enquanto visto no necrotério meu parente costurado  Sua história triste foi a morte do peixe dourado ,tristeza
"Quantos drumond na maca de alumínio  Fora da selva tem canibalismo e pobre é o prato do rodízio  Voa de jato a mosca que do sangue extrai sua proteína, substância proibida que aqui não dá doping não sai na urina",tristeza
"O Homo Sapien não ultrapassou o macaco,  Não entendeu que só tem paz num mundo igualitário.  Que ninguém quer Corcel II com alto falante em cima,  Dona de casa ó a pamonha fresquinha.  ",tristeza
"Citar que aqui plastifico o jornal do meu assalto,  prêmio no crime é ser lembrado, ladrão bom era o finado.  Compor horror Stephen King não me fez realizado,  queria contos felizes tipo Monteiro Lobato.  Na prova dos nove tenho mais filantropia,  que o hip hop massa de modelar da mídia.",tristeza
"Será que Deus é gênio será que Deus é louco,  Fez a estrela e o homem com instinto de monstro.  Deu a letra de Rap mais perfeita já criada,  Pra ser apreciada pelo fã de música classica.  ",tristeza
"Só ter futuro catando a Frontier da colunista,  pra fazer treta em pó na Bolívia.  Canto pra um dia andar no carro por nós projetado,  ver o DVD com a patente do favelado.  ",tristeza
"Nunca teve a sensação do pé mexendo o dedo,  na perna amputada por um tiro abaixo do joelho.  Vem assistir a telefuken de madeira preto e branco,  chamar de lar 4 tapume no barranco.  ",tristeza
"Índia, vi mais infernos do que Constantine  Lutando por amor igual Patrine  Mãe d'água de Caymmi seca as mágoas  Redefine a vida amarga, agora é sublime  ",tristeza
"Comunismo já morreu faz tempo  No cimento da casa da Frida  E o Diego morreu por dinheiro  Com a veia entupida, porque a morte é viva  ",tristeza
"O que sobrou pra quem só faz poema?  Acho que isso às vezes vale a pena  Ser a vida, ser alternativa  Pr'uma nova vida e tentar ser apenas  Ser a cena, ser a sua novela  Ser a cera, será mesmo cela?  ",tristeza
A luta por dias melhores  Faz o prisioneiro mais forte  Ele acredita que pode  Que mudar sua sorte  Nem que pra isso se jogue comove-sim,tristeza
"Me lembrei daquela sexta só com a luz de vela  Pensando alto, igual as pipa no céu da favela  Seu GPS tá ligado no meu celular  Vai voltar por contra própria, ou eu vou te buscar",tristeza
"O braço gordo é mato tio vários de chapéu  Os carecedores, cospem suas silabas de véu  Os moleque bom tão exposto ao cruéis  Passarinhos são acuados entre cascavéis, vicio  ",tristeza
"Então, eu estava ali andando, quando de repente,  quem é que eu vejo estendido no barranco da estrada:  um pobre cachorro.  Estava mesmo a perigo,  todo roto, todo esfarrapado,  parecia que tinha acabado de chegar da guerra.",tristeza
Caminhando em vão  Triste sem direção  Pensamentos voam  Tiro os pés do chão,tristeza
Da vida as vezes asperas  Ninguem morre de vespera eticetera eticetera  No mais  O que sera sera  Diz que deus diz que deus dara  ,tristeza
"Um role de vmax um gole de Le Chandon  Mãos pobres querem ter o que é bom  Mãos nordestinas me ensinou  Que mãos para trás, neguinho, não senhor  ",tristeza
"As mãos de Tyson, ódio, nocaute  As mãos do mal também usam esmalte  Mãos que apontam, mãos que delatam  Toda mão tem, mãos tremulas matam  ",tristeza
Enquanto a gente dança no bico da garrafinha  Odé trabalha de segurança  Pegando ladrão que não respeita  Que não ganha o pão que o Tição amaçou honestamente  ,tristeza
"Naquele transe infernal de trânsito  Ossaim sonha com um novo amor  Pra ganhar um passe ou dois  Na praça turbulenta do Pelô  Fazer sexo oral, anal, seja lá com quem for  ",tristeza
Tá me ouvindo bem?  Enquanto rainha Quelé  Rainha Quelé limpa fossa de banheiro  São Bongo bungo na lama  ,tristeza
"amigos, que perderam um ente querido procura a Deus e diga amém.  De boca fechada para o seu próprio bem.  Teve um menor de camisa na cara, que deu uma pedrada no cara que tava baixando a porrada, e quem não aceitava que aquilo rolava, o morro chorava.  ",tristeza
"Tira a barricada, pista liberada não acontece nada, multidão se cala, um já foi pra vala, tudo o que acontece na favela não abala a ninguém.  Pedir ajuda pra quem, veja o que tem, o povo ta sem,  Somos do bem, faltando alguém, só resta o choro e lamento da família e dos ",tristeza
De ladrões mulatos e outros quase brancos  Tratados como pretos  Só pra mostrar aos outros quase pretos  E são quase todos pretos  ,tristeza
"E aos quase brancos pobres como pretos  Como é que pretos, pobres e mulatos  E quase brancos quase pretos de tão pobres são tratados  E não importa se os olhos do mundo inteiro  ",tristeza
É gente da gente que não nos entende e usam de violência  Um corpo estendido no chão ao lado de uma poça de sangue conseqüência  Do despreparo daqueles que eram para dar segurança  Que ganham aumento de bravura quando tudo termina em matança  ,tristeza
É complicado ser revistado por um mulato fardado  Que acha que preto favelado e o retrato falado  Sempre foi assim  Covardia ate o fim  ,tristeza
Se ele trabalhava ou se traficava só sei que deitado no chão ele está  E gera revolta na cabeça da comunidade que e marginalizada pela sociedade  Que se cala escondida no seu condomínio na favela ainda impera a lei do genocídio  ,tristeza
Quero som da paz  Essa é a formula então se liga rapaz  Nois contra nois não vão arrumar nada  Um time desunido nunca se ata...  ,tristeza
"Se o tabu cair a terra vai tremer  O povo vive na fome e agora que comer  Os manos da periferia que tirar o lazer  Que ter estudo, carro bom emprego que ter prazer  ",tristeza
As minas que ser tratadas no maior respeito  E não ser descriminada porque vem do gueto  É daquele jeito essa é a nova função  Tem conciencia bleck tipo rap do bom,tristeza
"Nos 4 pontos cardeais, a morte é impressa em negrito,  ouço passos, vejo vultos de 50.000 espíritos.",tristeza
"Ratatá, ratatá, o sangue vai escorrer,  Aqui é onde o filho chora bum e a mãe não vê",tristeza
"Ratatá, ratatá, o sangue vai escorrer,  Aqui é onde o filho chora bum e a mãe não vê.",tristeza
"A primavera da vida é bonita de viver,  Tão depressa o sol brilha como a seguir está a chover.  Para mim hoje é Janeiro, está um frio de rachar,  Parece que o mundo inteiro se uniu pr'a me tramar!",tristeza
"Corrente, que não quebra  Não enverga e não arrega  Fico ligada quando  Entram na minha frente  ",tristeza
"Se liga rapa, olho gordo não consegue enxerga  Desunido tamo fudido ninguém vai prospera  Vejo falsidade aliada ao egoísmo, fugitivo do  coletivo do individualismo  ",tristeza
Deus aperte o gatilho termina logo com isso  A morte é a única clinica pro meu vicio.,tristeza
"Eu e meu gato,  Ele na cama,  Eu no telhado,  Ele sem as botas e eu sem grana",tristeza
Ou quem  Não pode admitir que tem  Motivos pra viver por alguém,tristeza
[refrão]  Sou um triste pierrot mal-amado  Mestre-sala desacompanhado  Um bufão no salão a cantar...,tristeza
"Em cada canto,  Depende da sua fé,  É nós que ta, pra mudar por enquanto  Só no adianto.",tristeza
Ver-te assim abandonada  Nesse timbre pardacento  Nesse teu jeito fechado  De quem mói um sentimento,tristeza
"a mente criminal, criação do destino  marginal, neguin, mal visto desde menino  elevei a moral, vi as quebrada curtindo  qualquer lugar que tiver vai ser por elas que eu rimo",tristeza
eu rimo pra que o lado negativo enfraqueça  e para que o coração gelado se aqueça  pra que alguma coisa boa aconteça  e pra que minha vida inteira se fortaleça,tristeza
"Pra mim biográfico, pra ti cinematográfico  Eu estava nos barracos dos bairros problemáticos  Meus putos estavam na batida do dinheiro rápido  A tentar sair do buraco através do narcotráfico",tristeza
"O rapaz da gravadora ligou? (ligou)  Só que eu fui idealista demais, aí, ele disconversou  Só faltou eu dizer: 'Foi engano!'  Putz... Tinha que ter gravado isso mano  ",tristeza
"Pensei e dispensei após, refleti, por que nóis?  Ou melhor, por que não nóis?  Sem querer ser outra parada, gritar: 'West Coast!'  Ser real e natural igual cabelo crespo!  ",tristeza
Mas eu não quero sentir saudade  De um futuro pela metade  De um futuro que já passou   Levando caras que eu não sou,tristeza
O que foi feito amigo  De tudo que a gente sonhou?  O que foi feito da vida?  O que foi feito do amor?  Aquele verso menino  Que escrevi há tantos anos atrás,tristeza
Desculpa meus erro de caligrafia  Lembrança da filha  Que brilha aqui na capital  É uma estrela internacional  Tua filha na capital  É uma estrela internacional'',tristeza
Pro mês eu lhe mando umas economia  Lembrança da filha  Que brilha aqui na capital  É uma estrela internacional  Tua filha na capital  É uma estrela internacional'',tristeza
"1,2,3 vai lá um de vocês  Diz o que é preciso  Com sinceridade  Ruga na mão é linha, na testa é idade...  Ou preocupação. Calminha!  ",tristeza
"Palavra, linha, frase, oração  São como rezas minhas  Um prece, que hora são?  Hei, hei, eu tô perdido eu eu sei...Hei hei, Hei hei  ",tristeza
Eu só queria saber  Como alguém se perde  No meio da cidade  Que sempre quis conhecer  Eu te conheço eu sei,tristeza
12h há mais de uma semana  Piscam as luzes no videocassete  12 meses...lá se vai um ano  E o outono parece não passar  ?será que você existe?,tristeza
"Nós somos a molambeira  A vida nos trata a cacete  O que é morada eu não sei  Se tive, já esqueci  Aqui debaixo da ponte  Ô, ô, ô, é o final",tristeza
Desemprego chega ao auge miséria traz a fome  Prato vazio gera revolta que resulta na sua morte  Ou de refém no cativeiro com a vida em perigo  Mais um playboy sepultado no cemitério clandestino  ,tristeza
Em quem deu o sistema por que dá mágoa  A vitória não se baseia em doação de cesta básica  Muito menos na construção de parque ecológico  Parque aquático não evita assinatura de óbito  ,tristeza
3 horas da manhã  E eu ainda te espero  O jantar está gelado  E eu só quero  Ouvir tuas histórias bobas  Os teus improvisos  Pra me ver sorrir  Tô de solidão em alta  Esta noite o teu carinho fez falta,tristeza
"Dêem emprego pra 500 mil, segurança  Terno preto, HT, a moderna visão panorâmica  To fugindo da nave mãe comunitária  Sorrir na tela e na real, deforma a sua cara  ",tristeza
"final certo igual na maquina de fliper da esquina  Até te dá vida, mas no fim te liquida  Outro despedido, porque chegou atrasado  Tinha greve por mais um motorista assassinado  ",tristeza
"60% dos jovens de periferia sem antecedentes criminais já sofreram violência policial  A cada 4 pessoas mortas pela polícia, 3 são negras  Nas universidades brasileiras apenas 2% dos alunos são negros  A cada 4 horas, um jovem negro morre violentamente em São Paulo  Aqui quem fala é Primo Preto, mais um sobrevivente",tristeza
"7 Horas acordei pra ir pro trampo  precentimento ruim clima pesado estranho  tchau mãe, catei a bolsa com a marmita  meu pai no chão da cozinha, passei por cima  ",tristeza
"outro dia ficou doente parecia até um sonho  no hospital falou dos alcoolicos anonimos  mas bastou receber alta ver, que não era grave  pra ele ir pro balcão encher o cu de Conhaque  ",tristeza
"cheguei feliz do trampo, até abrir a porta  foi quando eu vi no sofá minha coroa quase morta  pra catar o dinheiro da luz bateu com tijolo  fez um buraco na testa de uns trinta pontos  ",tristeza
"A água da fonte parece brotar  Dos olhos de um povo, intenso chorar  Que segue seu rumo por todo o lugar  Ela vem de longe e não vai parar  ",tristeza
"Seguindo o seu leito, às águas do mar  Não tendo final  A água da fonte parece mostrar  Os erros de um povo em não aceitar  ",tristeza
A alma tão cansada e tão aflita  Jesus sabia a condição  Daquele pobre coração,tristeza
A andorinha voa veloz  Voa mais do que minha voz  Andorinha faz a canção  Que eu não fiz  Andorinha voa feliz  Tem mais força que minha mão  Mas sozinha não faz verão.,tristeza
"A árvore que se curva contra o vento  Que é mais forte dura mais, muito mais!  Só as folhas que procuram pelo sol  São chamadas normais!  Ah, doce ilusão, doce ilusão",tristeza
"A aurora chega e ninguém em sua boca a recebe  Porque ali a esperança nem a manhã são possíveis.  E as moedas, como enxames,  Devoram recém-nascidos.",tristeza
A aurora de Nova lorque geme  Nas vastas escadarias  A buscar entre as arestas  Angústias indefinidas.,tristeza
"A Babilônia é cinza e neon, eu sei  Meu melhor amigo tem sido o som, ok  Tanto carma lembra Armagedon, orei  Busco vida nova tipo ultrassom, achei  ",tristeza
"Cidades são aldeias mortas, desafio nonsense  Competição em vão, que ninguém vence  Pense num formigueiro, vai mal  Quando pessoas viram coisas, cabeças viram degraus",tristeza
"A bandeira tricolor na sacada em frente ao mar  A caça e o caçador saindo pra jantar  A fila do cinema, o sistema fora do ar  Tudo aqui parece estar fora do lugar  O sul, o norte  Terra, fogo, água e ar  Sem você tudo fica fora do lugar",tristeza
"Não se iluda com a Barata  Detefon já não a mata  Se acostumou com Baygon  Isso é nada bom, isso é nada bom  ",tristeza
A barulheira das ruas sepulta a luz na cidade  E as pessoas pelos bairros vão cambaleando insones  Como se houvessem saído  De um naufrágio de sangue.,tristeza
A bateria todo dia suinga as periferia num ringue  Cê ta ligado que os falso que nunca atira  A gente chega aqui sempre suingando  e as rimas que a gente faz vão proliferando  ,tristeza
A beleza infinita  E o coração estravilhou  Onde os olhos não enxergam  Pois não tenha pressa do amor,tristeza
"A BLOCKBUSTER não aluga dvd pra você,  O MC DONALD'S não faz big mac pra você,  O designer da FORD não desenha pra você,  O HOPI HARI não quer brincar com você.  ",tristeza
"Pro seu endereço as lojas, COPAGAZ não entrega  As cartas não chega, o patrão não emprega.  Quem sonhou com jantar no pote de MARGARINA  E servir café no copo de MASSA DE TOMATE pra visita.  ",tristeza
"Vi minha mãe ouvindo GIL GOMES no rádio AM,  Sonhando que eu não fosse outra vítima dos PM.  Mas com FARMÁCIA POPULAR, FOME ZERO, BOLSA FAMÍLIA  Meu destino é o setor de traumatologia.  ",tristeza
A boca só se cala quando o tiro acerta  Eu sou o sangue e o defunto no chão da favela  A oração da tia sem comida  O mendigo com a perna cheia de ferida,tristeza
A boiada seca  Na enxurrada seca  A trovoada seca  Na enxada seca,tristeza
"A brasa dos ferros lavrou-nos na pele,   lavrou-nos na alma, caminhos de cruz.   Recusa Olorum o grito, as correntes   e a voz do feitor, recebe o lamento,   acolhe a revolta dos negros, Senhor!",tristeza
A burguesia fede  A burguesia quer ficar rica  Enquanto houver burguesia  Não vai haver poesia,tristeza
"A burguesia não repara na dor  Da vendedora de chicletes  A burguesia só olha pra si  A burguesia só olha pra si  A burguesia é a direita, é a guerra",tristeza
A burguesia tá acabando com a Barra  Afunda barcos cheios de crianças  E dormem tranqüilos  E dormem tranqüilos,tristeza
A cabra então se contorcia  De dor no pé  Pois não havia o que curasse  O chulé,tristeza
A cabra estremecida  De tanta dor no pé  O bode arrependido  Pediu desculpas mé,tristeza
A cada cena as paredes mudam de cor  No quarto quase escuro  A luz apenas do aparelho televisor (espelho retrovisor futuro)  A duras penas eu apago a televisão  ,tristeza
"A cada corpo num caixão de lata,  a cada homem na prisão,  anunciavam-se a contagem,  regressiva para sua extinção,  ",tristeza
"foi trocada por rosas blindagem e guerrilha,  foi colocada na gaiola,  por ter nascido na periferia,  na selva,",tristeza
com um desejo incontido  invadindo a canção  crepuscular estação  do amor não correspondido  ,tristeza
"A cama agora está tão fria  Ainda sinto o seu calor  Me esqueça, sim  Mas nunca esqueça o meu amor",tristeza
Sem formação acadêmica entendo a metamorfose  As criança hoje com éter amanhã o ladrão com a 9  Deus mata o filho do político de overdose  Pra nunca mais um orar pro senhor pedindo a morte.,tristeza
"A canção é o lamento do amor demais  Quem chorou, quem sofreu  Quem perdeu a paz  Vem dizer na canção  ",tristeza
"enquanto você ta sonhando com a justiça  o moleque de 12 troca tiro com a polícia  pega o boy arranca os dentes, no sonho do videogame  toma 5 do pm é enterrado como indigente  ",tristeza
no céu tem fogo mas não é festa junina  é a favela de cima querendo ponto de cocaína  soldado do tráfico carbonizado rotineira paisagem  ao futuro da criança sem cabeça identidade  ,tristeza
ai tia seu filho criado com afeto  ta no chão da uti sonhando com o médico  mijado cagado ferimento do tiro inflamado  gritando socorro pro enfermeiro implorando pra ser medicado  ,tristeza
"país do caralho não me deixa ter um carro  um bom tênis comida, um salário  nascido pra passar fome, com mão na parede  pra sonhar com b.o. bem sucedido na mercedes  ",tristeza
quantos mais transformados em carniça no mato  decapitado pulso algemado torturado  por um real um papel uma grama  sempre por migalha meu povo desfigurado na ambulância  ,tristeza
ninguém queria ta matando o gerente no banco  nem no flet proporcionando pânico  é que uma hora cansa o cheiro de esgoto  o barraco na margem do rio aonde bóia um rato morto  ,tristeza
pro meu povo não tem arquiteto juiz ou empresário  é só o tio que vende bala e passa em baixo da catraca  ou o traficante descarregando seu rifle fao  ou a puta no motel fazendo sexo oral  ,tristeza
A casca azeda já quebrou  Que nem a onda aqui  Estranho mesmo é o amor  Que invade sem sorrir  ,tristeza
O pulso pára pra pensar  Vem se espalhando pelo chão  Um jeito cego de enxergar  O sangue em minhas mãos  ,tristeza
"A César o que é de César primeira impressão  Os muleque tinha pressa mano  Que funk louco, que onda é essa mano?  E assim, meus parceirinho virou ladrão  É que malandro é malandro mesmo, e várias fita  Era Bezerra era o que tava tendo, malandro rife  Outros papo, outras gírias mais outras grifes  Cristian Dior, Samira, Le Coq Sportif  Gshock eu tive sim, calça com pizza eu fiz",tristeza
"A chuva cai chorando  E o meu amor vai e vem  No céu, no chão  A rede vai e vai levando...",tristeza
"A chuva cai, cai molha o solo sagrado  Lava o rosto humilde de um irmão calejado  Aprendizado que antes de tudo ensina o mais valente  Que as minhas palavras clareia a minha mente  ",tristeza
"Assim seja! só por amor se pode mudar  Sabedoria, acalma a febre de quem atirar  Já não dá mais não vejo mais sentido em tanta guerra  Dentro do coração batalhas eternas  ",tristeza
Em cada quebrada a revolta de um irmão  Que alimenta o verso triste e esconde a direção  Eu só queria ser lembrado no que eu fiz  Vi o muleque que chorava no meu show feliz  ,tristeza
"Emocionado, ele viu que amizade tem valor  Mas não tá dentro do blindado que o ladrão roubou  É desse jeito sabedoria vem pra quem aprende  Modifica mas não quebra o elo forte da corrente  A nossa gente precisa de um motivo pra sonhar  Chega de chorar agora o sol vai brilhar!",tristeza
"A chuva dá saudades  De um lugar que eu nunca fui  E o vento vai soprando  Um choro tão, distante",tristeza
A chuva que golpeia a pedra‚  Que golpeia o coração de chuva  Me faz imaginar que todo herói se diverte só  E também me faz lembrar  Que os preguiçosos odeiam o mistério  Possuímos o que desejamos  Mas nem sempre somos o que imaginamos ser,tristeza
"A cidade enlouquece em sonhos tortos  Na verdade nada é o que parece ser  As pessoas enlouquecem calmamente  Viciosamente, sem prazer",tristeza
"A cidade enlouquece sonhos tortos  Na verdade nada é o que parece ser  As pessoas enlouquecem calmamente  Viciosamente, sem prazer  ",tristeza
A cidade enlouquece sonhos tortos   Na verdade nada é o que parece ser   As pessoa enlouquecem calmamente   Viciosamente sem prazer ,tristeza
A maior expressão da angústia  Pode ser a depressão  Algo que vc pressente  Indefinivel  ,tristeza
A comida na mesa  Os vasos de jasmim  O corpo do ser amado  Enterrado no jardim,tristeza
A correnteza do rio  Vai levando aquela flor  O meu bem já está dormindo  Zombando do meu amor ,tristeza
"Na barranceira do rio O ingá se debruçou  E a fruta que era madura A correnteza levou, a correnteza levou  ",tristeza
A correnteza levou  E choveu uma semana e eu não vi o meu amor  O barro ficou marcado  Aonde a boiada passou  ,tristeza
A correnteza do rio vai levando aquela flor   O meu bem já está dormindo   zombando do meu amor   zombando do meu amor ,tristeza
A corrupção permite  que atrocidade ultrapasse seu limite  Por mais que parte elite evite  Um afrogenocidio existe  ,tristeza
Por isso eu faço do meu palco um pupito  usando minha voz contra um Brasil que é corrupto  Impunidade fala mais alto  Os homens de preto sobem o morro pra defender o asfalto  ,tristeza
"que impotente, assistem a tragédia  No desnivel entre a favela e a classe média  Que tratam o guetto como se fosse a África  numa distancia que nem chega a ser geográfica",tristeza
A dança da morte  Ninguém frequentava  A cruz a distância  Do povo de nada  ,tristeza
À Deus eu entreguei  O barco do meu ser  E entrei no mar a fora  Pra longe eu naveguei  ,tristeza
A do meio é patricinha  O mais novo é mocinha  Meu lugar é na cozinha  Vida dura de fuinha,tristeza
A dor da paixão não tem explicação  Como definir o que só sei sentir?  É mister sofrer para se saber  O que no peito o coração não quer dizer,tristeza
A dor pra curar não tem receita   É corcunda que se deita   Sem achar a posição   E sentir saudade não faz mal   Não é no fundo do copo   Que você vai encontrar sua moral ,tristeza
A dor vai curar essas lástimas  O soro tem gosto de lágrimas  As flores têm cheiro de morte  A dor vai fechar esses cortes ,tristeza
A droga que você usa é batizada com sangue  É mais financiamento  Mais armas  Bang-bang,tristeza
"A energia atômica mata e cura câncer.  A mão que derrama sangue pode escrever romance.  A paz não brota no jardim com câmera e sensores,  Bem-vindo ao espetáculo do circo dos horrores!",tristeza
"A escassa produção  Alarma o patrão  As galinhas sérias  Jamais tiram férias  Estás velha, te perdôo  Tu ficas na granja  Em forma de canja",tristeza
"A escolha foi minha, eu vivia com pressa  Não pensei no plano B e agora eu tô nessa cela  Longe dos amigos, distante de você  Na moral, tô preso, mas achei que ia morrer  ",tristeza
"Pela quantidade de tiro que me atingiu  Pra mim tava tudo acabado quando o meu corpo caiu  No chão, esperando o SAMU só pensava em tu  E nos conselhos que meu deu, Já era, fudeu, o martelo bateu  ",tristeza
"No mínimo uns 8 anos sem botar a cara na madrugada  Acabou o baile, acabou a farra  Acabou ostentação, deligaram a minha marra  Virei bola rasteira aqui dentro do sistema  ",tristeza
À espera de algum descuido  E com cuidado gozamos paz  Somos homens bons demais  Sufocados pelo mal,tristeza
A espera na fila imensa  E o corpo negro se esqueceu  Estava em San Vicente  A cidade e suas luzes  ,tristeza
A espera na fila imensa  E o corpo negro se esqueceu  Estava em San Vicente  A cidade e suas luzes  ,tristeza
"A espera, na fila imensa  E o corpo negro se esqueceu  Estava em San Vicente  As mulheres e os homens",tristeza
"A esperança de ter algo fica impossível;  Ser traficante de drogas é o melhor cargo do nível;  Da vida baixa, pobreza, objetivo dinheiro;  Não importa da forma que vem, quando vem é bem aceito;  ",tristeza
"Delegacias, ocorrências, averigüações;  Tático móvel, maldade, da vida baixa são as opções;  É foda e é real, tem que acontecer;  Pois se você não faz a sua quem verá o lado pra você;  ",tristeza
"Dificuldade é muita, nem sempre o trampo resolve;  Alternativa é pedir ou meter um revólver;  Aconselhável não é, morrer de fome é pior;  Reconheça que ser honesto não está na melhor;  ",tristeza
"Questões iguais á essa vão aparecer e pode crer;  Que você mesmo na sua dúvida algo vai ter que fazer;  A decisão é sua, o certo ou errado;  Vida baixa é isso aí, é o inferno do seu lado.",tristeza
A estrada ainda longa  Cem quilômetros de chão  Quando a espera não tem fim  Há distâncias sem perdão,tristeza
A estrada é pra você e o jogo é a indecência  Junte tudo que você conseguiu por coincidência  E o pintor de rua que anda só  Desenha maluquice em seu lençol  Sob seus pés o céu também rachou  E não tem mais nada negro amor,tristeza
"A estrada é pra você e o jogo é a indecência  Junte tudo que você conseguiu por coincidência  E o pintor de rua que anda só  Desenha maluquice em seu lençol  Sob seus pés o céu também rachou  E não tem mais nada, negro amor ",tristeza
"A estrada vazia  Instaura a hora deserta  E a vida insinua sem ser descoberta  Pulsa a veia, a víscera, a terra, o chão  ",tristeza
"Na estrada a vida pulsa por qualquer secreção  Halo de vida que exala das pequenas mortes  Sexo, ascese, acaso, sorte  Necessidade, desejo, esperança, perda  ",tristeza
"Explodirá a vida  Em sangue, suor e esperma  E por algum instante ser apenas falta  Ser a hora mais deserta que habita em nós  ",tristeza
"A estrofe, derradeira merencória  Revelava toda a história  De um amor que se perdeu  E a lua que rondava a natureza  ",tristeza
"Solidária com a tristeza  Entre as nuvens se escondeu  Cantor, que assim falas a lua  Minha história é igual à tua  ",tristeza
Meu amor também fugiu  E disse eu em ais convulsos  E ele então entre soluços  Toda a estrofe repetiu,tristeza
A eterna cicatriz  Mais uma vez  Mais de uma vez  Quase que fui feliz  A barra do amor é que ele é meio ermo  A barra da morte é que ela não tem meio-termo,tristeza
A falta de perspectiva  sem a possibilidade de escolher o que é melhor pra sua vida  o que gera revolta na cabeça da comunidade  que é marginalizada pela sociedade  ,tristeza
A falta de perspectiva sem a possibilidade de escolher o que e melhor pra sua vida  E gera revolta na cabeça da comunidade que e marginalizada pela sociedade  Que se cala escondida no seu condomínio na lei da favela ainda impera o genocídio,tristeza
A falta dos olhos teus  Pensa que a saudade  Pode matar-me  Adeus,tristeza
A família é um mal necessário  A política é um mal necessário  Um mal necessário  Tudo isso é um mal necessário  ,tristeza
"A favela é a nova senzala,   correntes da velha tribo   E a sala é a nova cela,   prisioneiros nas grades do vídeo   E se o sol ainda nasce quadrado, e a gente ainda paga por isso   E a gente ainda paga por isso, e a gente ainda paga por isso   E a gente ainda paga por isso ",tristeza
"A flecha que passa rente, cantor implorando bis  O cara que sempre mente, a feia que quer ser miss  Gaivota voando sob o céu, a letra que eu nunca fiz  Tudo é a mesma solidão mas dá pra se ser feliz",tristeza
A fome continental  Miséria que o norte traz  A fome que a morte vem  A fome não vem da paz,tristeza
A fragilidade da vida de ser vivida  A razão não me explica  O que eu quero entender  De perto não te encaro  De longe tudo é tão claro e não dá para esconder,tristeza
"A gelada solidão  Que tu me dás, coração  Não é vida, nem é morte  É lucidez, desatino  ",tristeza
A gente ainda se ama  Está escrito no coração  A nossa pirraça  Já perdeu a graça,tristeza
"A gente ainda se ama  Está na cara, está no ar  Ficar chorando escondido  É tempo perdido  Amor não é jogo de azar",tristeza
A gente às vezes pensa até que vai compreender  E distinguir a alma  Da escuridão  Quem pode arriscar?  Pensando só não dá pra decifrar,tristeza
A gente às vezes pensa até que vai compreender  E distinguir a alma  Da escuridão  Quem pode arriscar?  Pensando só não dá pra decifrar,tristeza
Tem tanta coisa que nos arrebenta  Tantos momentos que vem nos dizer  Mas mesmo assim o homem vai vagando  A sua luta tem que percorrer.,tristeza
"A gente briga,  Diz tanta coisa que não quer dizer,  Briga pensando que não vai sofrer,  Que não faz mal se tudo terminar.",tristeza
"A gente pega, a gente entrega  A gente quer morrer  Ninguém tem nada de bom  Sem sofrer  Formosa mulher!",tristeza
"A gente poderia  Conversar a noite inteira  Poderia deixar a luz acesa  A noite inteira  Mas, por favor, esqueça  Eu quero tirar da cabeça  Tudo que mereça atençao",tristeza
A gente quase não se vê  Eu só queria me lembrar  Me dê noticia de você  Me deu vontade de voltar,tristeza
A gente se acostuma com tudo  A tudo a gente se habitua  E até não ter um lugar  Dormir na rua  A tudo a gente se habitua,tristeza
"A gente sente quando tudo acabou  Quando o encanto da paixão sumiu, oh, oh  Um sentimento que só meu coração descobriu  Você deve estar, com medo de contar  Que seu amor, por mim acabou, sempre fingiu, nada sentiu  Na hora de amar ",tristeza
A gente tem uma esperança  E vai vivendo  A gente canta até na hora de sofrer  Já fiz um samba que perdi  Onde eu dizia veja bem  Que não havia mais ninguém  Senão você,tristeza
A gente vai contra a corrente  Até não poder resistir  Na volta do barco é que sente  O quanto deixou de cumprir  ,tristeza
